comment_text,sentiment_polarity,sentiment_label
"I like Harry Styles, but the reason I wanted to watch this movie is because it's World War 2. I am completely obsessed with history and I know a little bit about World War 2 because of my history teacher, I learn that the Japanese colonized our country, which is the Philippines and the Americans bombed the two cities of Japan whatsoever. Hearing this movie made me excited because of my complete obsession with history and Harry Styles (tbh, I'm a directioner, but I love seeing this movie because of both, so don't judge me)",-0.7677,negative
"I hope the film is not just a patriotic Brit-fest and recognises the French point of view. More than 100,000 Frenchmen were rescued from the beaches and many more were left behind fighting to protect those who got away. Films like this are inevitably taken as history by the bulk of people who watch them, so it's important that this aspect is recognised.",0.8548,positive
HarrryðŸ˜ðŸ˜,0.0,neutral
Amazing!!!,0.6884,positive
Hype,0.0,neutral
Check out my Chanel... would gladly appreciate it,0.6249,positive
1:48 Why Tom Hardy is always in the mask?,0.4019,positive
Ok attracting a younger audience because of Harry styles is great. But if your only seeing it because of harry styles than I have a problem. Your not even respecting the history in the movie and the brave men involved.,0.423,positive
I love that Nolan is behind this but then again.. A war movie without any blood??.,-0.6261,negative
WWII Nerds Unite to watch this movie and then kill it for no reason at all:D,-0.7845,negative
OMG!!! HARRY STYLES!!!!!!!,0.0,neutral
Nolan + Zimmer = Legendary Masterpiece,0.6249,positive
Impressive Look of History,0.5106,positive
You can practically see it from here.,0.0,neutral
This soundtrack is gonna be amazing,0.5859,positive
haRRYYY,0.0,neutral
Is this movie still coming out?,0.0,neutral
"this movie is about the evacuation of dunkirk, yet most of these comments have nothing to do with that event.",0.0,neutral
"I'm a female who loves war movies & i took hours to research Dunkirk it's sad seeing so many French & British Soldiers die. I'm excited to see Tom Hardy, Cillian Murphy & Harry Styles. Stop judging these actors they do their research before they filmed & Christopher Nolan didn't just hand a script to Harry he had to audition to get his part I'm thrilled for Harry he deserves some respect",-0.233,negative
"I'm gonna be honest with you, I think the trailer was better than the movie.",0.7351,positive
Does anyone know where to download the heartbeat sound effect in this trailer? It makes me chill everytime.,0.0,neutral
Why is there thousands of soldiers just standing there,0.0,neutral
Nolan has a great eye for actors so even though his music is shit Harry will probably be a good actor,0.5267,positive
Who is gonna watch it only for Haz ðŸ˜ðŸ˜,0.0,neutral
I feel like this movie will be like Jarhead. NO action! just drama war shit. Next please.,-0.6625,negative
I wonder if they mention the 51st highlanders who were sacrificed in holding the Germans back while other soldiers fled,0.0,neutral
"I think Nolan chose to cast Harry Styles because, if he does die, it will really drive home the point about the wasted potential of human life in war, especially for the young teenage girls. I think it saddens anybody to a greater degree to see the death of a beautiful young person.",-0.9081,negative
Christopher Nolan is one of only a few filmmakers today that can craft a thought provoking and emotionally engaging film with action that never feels overlong or unnecessary. The action that you see in any Christopher Nolan film is to push the story further. I'm calling it: Dunkirk will either win or get nominated for Best Picture.,0.8625,positive
"one direction...
 
 ðŸ˜‘",0.0,neutral
I was sold as soon as I saw Tommy Shelby,0.0,neutral
Shitty movie.,-0.5574,negative
i imagine Harry getting killed here then i imagine next Directioners doing rally about itðŸ˜‚ðŸ˜‚,-0.6705,negative
Another WW rip off. Enough with this shit,-0.6428,negative
Harry styles â™¥ðŸ˜ My BABY,0.0,neutral
"I SCREAMED, MY BABY",-0.3182,negative
I can't believe my harry is an actor now ðŸ˜ðŸ˜ YYYYYYEEEESSSSSSSSSSSSSSSS,0.0,neutral
Even if the British didn't escape at Dunkirk the soviets still would have won the war. More bourgeois propaganda I guess,-0.4582,negative
"hope the french are grateful for all those British men had to die so they can bend over a give there country away in the end ,, what was the point fuck in french biggest coward a pussy nation in the world bar none",-0.6705,negative
from this it looks like another war epic after saving private ryan but with nolan u never know. he may introduce einstein from nowhere. his movies gotta be intelligent. am sure this wont be a plain war movie.,-0.0258,negative
i can't stop watching this,0.2235,positive
sub to me and reply when you're done for a sub back,0.0,neutral
i think it will be great movie with great story and great actors. that's my opinion.,0.9231,positive
You knw its Christopher Nolan when you hit the Like Button before the Trailer startsðŸ˜,0.3612,positive
"Lest we forget, lest we forget.",-0.4215,negative
Harry estÃ¡ bien papi riko ðŸ˜,0.0,neutral
Holy Jesus,0.0,neutral
FUCK YES!!!,-0.3971,negative
exciteddddd,0.0,neutral
Nolan is backkk,0.0,neutral
"If you guys noticed any CGI, pleease contact me.",0.0,neutral
HAZZAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,0.0,neutral
"You can practically see it from trailer
 What?
 
 Osscar",0.0,neutral
When I see Harry:AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,0.0,neutral
"The Longest Day(D-Day Invasion) , City of Life and Death(Rape of Nanking), and I feel that I will be adding Dunkirk to my list of favorite WWII films.",0.4588,positive
MEH!,-0.1511,negative
Goddammit harry!,0.0,neutral
shit,-0.5574,negative
As a collector of original WW2 uniforms I have to say those caps are very inaccurate you can tell the badges are cheap Indian / Pakistan made replicas I would have thought with a budget like this they could have sourced originals.,0.5859,positive
Saw this movie about 6 7 months still come back to watch the trailer for 10000 time idk this movie is a fucking masterpiece it will be a shame if some other movie wins the intensity the direction the effects are fucking top notch and in imax it felt like you are sitting on the beach of dunkirk yourself,0.8476,positive
More American shite,0.0,neutral
well - we germans where once again just too nice to those english invadors ...:-/,0.5994,positive
I can already tell fan girls will c this just for Harry Styles. And not for the history/director.,0.3182,positive
96 in metacritic.,0.0,neutral
Wait a second. Why didn't I see Michael Caine? What the fuck Nolan?,-0.594,negative
"Casting doesn't matter when it comes to a Chirstopher Nolan, i guess he is the real hero of the movie and i am sure it will b far different from what he has directed yet.",0.7028,positive
"""from Christopher Nolan"". 
 
 
 
 
 
 
 Nothing more to say.",0.0,neutral
propaganda,-0.25,negative
it looks a little tiny bit shitty tbh (based on the trailer),-0.5165,negative
HARRY!!!!!!!!!!!!!!!!!!!!!,0.0,neutral
Such a surreal and unique film.,0.0,neutral
"Doesn't look that good from the trailer, but Nolan is the goat so I have faith",0.529,positive
"I saw a comment in other page by someone. his write the hashtag #watchmoviefullhdhere101 , At first I did not believe it, I click and click till to a website. what happen? I got the best action movie ""DUNKIRK"" [HD] #fullmovie",0.6369,positive
i swear nolan...if harry dies in this movie...we directioners wont be happy,-0.4936,negative
Half of the people watching this trailer don't even know who Hitler was thanks to Harry Styles being in it.,0.4404,positive
"Nice.
 Looking forward to watching it :D",0.7804,positive
"00:54 - ""Slingshot"" The Black Seeds",0.0,neutral
HARRY,0.0,neutral
Wtf that french guy saved most of the guys and they let him die no wonder they got their asses burned by the germans,-0.7964,negative
Who is harry style ? And where does he appear in this trailer .. please someone mention the time,0.3182,positive
"just saw this movie and its really great, it was so loud i really felt like i was there. the movie theater was shaking. good movie with a good cast. also for those who are skeptical about harry acting, he does a great job. the movie doesnt have much dialouge at all anyways.",0.9367,positive
#3 trending india,0.0,neutral
"The British always liked to believe they stood alone in 1940, a plucky little 3rd rate looters island defying the massed ranks of fascists and Nazis. What we tend to forget is that Britain did not fight the second world war, the British Empire did.",-0.5597,negative
That one guy is always a pilot in war movies,-0.5994,negative
no Matthew McConaughey?,-0.296,negative
"Hmmm, too clean for a war scene, I guess.",-0.296,negative
is that gilderoy lockhart????,0.0,neutral
Oh look another sub par movie that will be forgotten as soon as you leave the movie theater,-0.2732,negative
"My grandfather was among the French soldiers who made the evacuation of Dunkerque (Dunkirk) possible, but were left on the beach and were captured by the Germans. He then spent 4 years in a Stalag where he saw many of his friends die and where he himself almost died from starvation.
 If this movie doesn't do him and his buddies justice, I'm going to be so mad and disappointed with Nolan. Sorry for my bad English.",-0.9611,negative
i swear if harry dies in this im gonna go in my closet and curl up in a ball and cry,-0.5106,negative
"Everyone in the comment section is dumb as fuck , yes I'm a massive harry fan but I also know the history of Dunkirk , Christopher Nolan knows what he's doing and knew what he was doing when he asked harry to be apart of the film , just because he was in a boy band doesn't mean he doesn't have other skills such as acting , give him a chance because he might be great , I'm sure the movie will be an awesome war movie :)",0.9382,positive
Stop making you guys looks like the good guy here.You guys are the biggest terrorist group lol.,0.0772,positive
ORGAN INTENSIFIES,0.0,neutral
What's the name of the song in this trailer? Does anyone know? I really like it.,0.4859,positive
I have high expectations from this movie !!,0.0,neutral
if anyone saw this movie already is it good ? do you recommend it ?,0.6966,positive
Addet Mich in Super Mario Run. Meine Spieler-ID: 6729-7047-5904,0.5994,positive
í‚¬ë¦¬ì–¸ ë¨¸í”¼ëŠ” ë¬´ìŠ¨ ë†€ëž€ê°ë…í•œí…Œ ë³´í—˜ ë“¤ì–´ë†¨ë‚˜ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ã…‹ë§¨ë‚ ë‚˜ì™€ ì¡´ë‚˜ì¢‹ì•„,0.0,neutral
"Finally, a war film that isnt about how wonderful and amazing the Americans are!",-0.5252,negative
Second best thing closer to Saving Private Ryan,0.6369,positive
that thing gaved me chills. .....I mean literally !!!,0.0,neutral
"___________
  I N D I E
  WAVE
  Take a look to our indie music channel we always
  are up to date with new indie music",0.0,neutral
holy shit I've been rewatching this if harry dies christoper nolan is gonna catch these hands,-0.5574,negative
"Dunkirk [HD] - I have watched that. If you want watch that, I find the hashtag which will bring you to the #web. please tap/click -->> #watchmoviefullhdhere101",0.3818,positive
By Christopher Nolan? Enough said. Anticipating brilliance,0.5994,positive
the ost is freaking epic,-0.4215,negative
Rubish movie!,0.0,neutral
"What's this!?
 
 
 
 
 
 A Christopher Nolan movie without Michael Caine!!! But in all honesty does anyone know if he's actually going to be in this one",0.7556,positive
Just saw this today in the Cinema... It was amazing!!!,0.6884,positive
"If Christopher Nolan writes and directs it, Hans Zimmer scores it, and Tom Hardy and Cillian Murphy act in it, then I'll watch it. Period.",0.4019,positive
There's no hiding from this son. Great line.,0.1779,positive
"Let's be honest, how many of you are going to see the movie because of Harry Styles? I know I am",0.5106,positive
"Dunkirk , War for the planet and Logan are best three movies so far.",0.0772,positive
HOLY HE LOOKS SO DAMN GOOD AWWW,0.0478,positive
"In May 1940, the British were on the verge of defeat. The English army was trapped at Dunkirk. Rather than take them prisoner, Hitler halted his generals for three days allowing 330,000 men to escape.
 
 ""The blood of every single Englishman is too valuable to shed,"" Hitler said. ""Our two people belong together racially and traditionally. That is and always has been my aim, even if our generals can't grasp it."" (Kilzer, p.213)",-0.7269,negative
"Christopher Nolan can make a movie out of a portrait painting or....just a smudge on a wall & we'll still enjoy it. Haha....He's that good. And the fact that he talks like a gentleman & quite calm about his work, his team/cast in the interviews & behind the scenes; has made us respect him more as a movie maker. He's truly a humble talented person",0.9612,positive
Why indeed... Churchill isn't around to answer that. Is he?,0.0,neutral
It's DUNKERQUE putain de fils de putes sans respect,0.4767,positive
the bgm <3,0.4404,positive
Whats funny is that most people here are complaining about a popstar diving into movies. Christopher wouldnt cast him if he thinks he's not good. We should wait for the movie and criticize,-0.383,negative
Harry aparecio en 3 tomas lo ame chau,0.0,neutral
this looks amazing I can't wait and it's a bonus that harry is in it,0.8074,positive
BREAKING NEWS: Is Cillian Murphy secretly sucking Christopher Nolan's penis? Stay tuned....,0.0,neutral
Jewish World War II hate the German movies.....fuck the Jews.. GO IRAN! Go Palestine!,-0.8475,negative
Looks great but it bothers me that after Inception Nolan is now afraid to go for the R rating. A movie like this should be R to add to the feeling of fear and desperation. This looks more PG-13. Still looks great though and I can't fucking wait.,0.4019,positive
https://soundcloud.com/value_villain_xxx/prophet-nas-flip,0.0,neutral
looks so good!,0.54,positive
Harry with tom hardy in a Christopher Nolan movie. YES???!!,0.5892,positive
"You can practically see it from here.. What? 
 ""NOLANISM.""",0.0,neutral
In Nolan we trust... â¤â¤,0.0,neutral
Ð½Ð°ÐºÐ¾Ð½ÐµÑ†Ñ‚Ð¾ ÑÐ½ÑÐ»Ð¸ Ñ„Ð¸Ð»ÑŒÐ¼ Ð¿Ñ€Ð¾ ÑÑ†Ñ‹ÐºÐ»Ð¸Ð²Ñ‹Ñ… Ð±Ñ€Ð¸Ñ‚Ð°Ð½Ð¾Ð¶Ð¾Ð¿Ñ‹Ñ…!Ð´Ð¸Ñ‡ÑŒ Ð¾Ñ‡ÐµÑ€ÐµÐ´Ð½Ð°Ñ,0.0,neutral
and the Oscar goes to,0.0,neutral
I came here for the comments.,0.0,neutral
From the creator of MURPHHHH!!! DONT LET ME LEAVE!,0.4326,positive
Dunkirk Donut,0.0,neutral
this is going to make my 2017,0.0,neutral
Looks like an over dramatised wankfest. No thanks.,0.4939,positive
1:31 bf1 weapon,-0.296,negative
Veteran grand historical sweet aspect broad.,0.7184,positive
"not into war movies but I support anything Nolan does, Sooooo.....",0.6831,positive
"Two groupes of persons are here:
 1) I love Harry
 2) I hate Harry
 nothing between",0.128,positive
Just watched it in the cinema. Brilliant movie! Great visuals also.,0.8478,positive
HELL YES I CANNOT WAIT.,-0.4404,negative
"Looks like a good movie, have always love war books/movies so I'm excited for this. Happy for Harry to broaden his career but hopefully he does a good job!",0.9291,positive
who paused at 0:48 lol,0.4215,positive
A war movie where Americans aren't the main guys?,-0.5994,negative
Who is Harry Styles? I came here for Tom Hardy and Christopher Nolan.,0.4019,positive
90% dos comentarios sÃ£o sobre os one direction..kkk,0.0,neutral
"WHO'S HERE FOR HARRY STYLES!!!
 guess no one hahaâ€¦",-0.4724,negative
WHY THE FUCK DO YOU CARE? So what if everybody is here for Harry if you really like Christopher Nolan like all these people are for training or you really like the store you should be happy that all these young girls are going even if it's just for him they can still learn something and this guy still making money I swear people these days are so close-minded and never think about anything for more than a few seconds before getting enraged about absolutely nothing,0.8351,positive
there are more comments complaining about the harry comments then there actually is harry comments,-0.2682,negative
I'm supposed to be playing game of war but this one player keeps kicking my ass.,-0.7783,negative
"if the music starting at 1:29 is an actual song, NAME PLEASE",0.4648,positive
does anybody know what the music in the background is?,0.0,neutral
Christopher Nolan movie? Seems like its gonna be a good Hollywood movie for once.,0.6597,positive
Too bad i think the only good movies that Nolan has made are Batman and man of Steel.,-0.1531,negative
You could probably tell it was nolan just from the look of it and the way he puts a shot together - that imax flm he uses makes the picture gorgeous as well - even on youtube is got looks lush. proper cinema - dead excited,0.4939,positive
AND THEN THEY MAKE BATTLEFIELD 2 DUNKIRK WOOAAAHHH FUCKING STUPID,-0.7425,negative
"This will probably be one of my favorite war-themed movies of all time especially directed by Christopher Nolan. Also, starring Tom Hardy, Cillian Murphy, Harry Styles, etc!! OMYGAHH!! This movie is going to be a hit!! 2 more months and it's up on cinemas!! Woot wootI wonder if Bryan Singer and Christopher Nolan will do a film together... Hoping for the best!!",0.9491,positive
OMG Harry Styles from 0:46 - 0:49 && 1:37 - 1:39 && 1:53 - 1:54 !!!!,0.0,neutral
ÃšÐ±Çhc Ð¸Ñ€Ñ…Ñ†Ñ‘ itiÃ¡yâ€¦ wawawa,0.0,neutral
i died when Harry was drowning ðŸ˜£ðŸ˜£,-0.5574,negative
I DON'T CARE WHAT EVERYONE THINKS BUT I'M GONNA WATCH THIS JUST BECAUSE HARRY STYLES IS ACTING...,-0.2057,negative
"One of the greatest fucking war movies I've seen Nolan really knows how to grab you by your nuts and the music was perfect i constantly felt like something big was about to happen and on top of that it was a very dark grey bland isolated scenery you just felt cold and sorrow in the air .
 I can't say enough good things about this i believe Nolan should direct every war movie because he really knows how to capture the moment and how aweful war really is",-0.8835,negative
"I doubt Nolan would allow Harry Styles to be in his movie unless he was impressed by his acting, I have faith.",0.6486,positive
fatties and fatheads everywhere,0.0,neutral
"""COLLECTÃ—0
 MY CODE:1415574"" - Claim Rs.5000! No need to worry about this month's living cost! http://tz.ucweb.com/12_GXPZ",-0.6892,negative
This is the best ww2 movie ever,0.6369,positive
I hope Harry dies in this movie. That would be pleasant to watch,0.7351,positive
Christopher Nolan's getting a percentage of the box office as part of his salary. So he knows that having Harry Styles in his movie can only help him!!,0.508,positive
This looks fucking dope.,0.0,neutral
Voy a llorar ESTOY LLORANDO ðŸ˜­,0.0,neutral
OMG HARRY ðŸ˜ðŸ˜,0.0,neutral
Harry ðŸ˜ðŸ˜ So very proud of you! ðŸ˜Š,0.6077,positive
Well I was expecting MORE Harry Styles......,0.2732,positive
all white cast,0.0,neutral
"How come all the soldiers are men? That is sexist, considering the huge contribution female soldiers made to winning WWII! And there are no blacks, no transgenders, no pakistanis either! What a horibly unfair movie!",-0.5962,negative
that BGM is very familiar. .. is that TIME from inception ??,0.0,neutral
ÐŸÐµÑ€ÐµÐ¹Ð´Ð¸Ñ‚Ðµ Ð¿Ð¾ ÑÑÑ‹Ð»ÐºÐµ Ð¿Ð¾Ð¶Ð°Ð»ÑƒÐ¹ÑÑ‚Ð°! http://TheInviteClub.com/?ref=31922,0.0,neutral
"Listen, if Christopher bloody Nolan thinks Styles is good enough to be in a Christopher Nolan movie, then that's good enough for me.",0.4404,positive
boring....pass!,0.0,neutral
SAVING PRIVATE HARRY,0.0,neutral
Nice.,0.4215,positive
"Good that this story is being told, my mother was 13 when this happened, some of the troops were brought to Southampton, where she lived.",0.4404,positive
NO HAROLD STYLES MY BABY MY CHILD IF YOU DIE I SWEAR,-0.743,negative
and iv loved history since i was 14. bella nik.,0.5994,positive
What happened to the guy that he was holding his mouth? Did something shoot at him?,-0.4137,negative
"à¹à¸®à¸£à¸µà¹ˆ à¸ªà¹„à¸•à¸¥à¹Œ
 à¹„à¸¡à¹ˆà¸™à¸°
 à¹à¸®à¸£à¸µà¹ˆ à¸ˆà¸°à¸•à¸²à¸¢ à¹ƒà¸™à¸«à¸™à¸±à¸‡à¹€à¸£à¸·à¹ˆà¸­à¸‡à¸™à¸µà¹‰",0.0,neutral
i am sure no other movie can match this!!!! just give Nolan the goddamn Oscar already!!!,-0.6331,negative
well that was underwhelming,0.2732,positive
Wow..harry styles(one direction) on dunkirk..,0.0,neutral
spectacular!,0.0,neutral
This looks like a good movie finally,0.6597,positive
1D fandom where u at dho?,0.0,neutral
omg.. i am so excited ðŸ˜ƒðŸ˜ƒðŸ˜ƒ,0.4795,positive
this shit got me hard m8,-0.3818,negative
"So what if a couple of teen girls want to watch the movie cause Harry Styles is in it?? Lots of people are attracted to movies because of their fave celebrities, it's hypocritical to imply that the ONLY reason one watches a movie is to understand its ""historical aspect"" or just for the story. If they came here to see their favorite celeb then great! More publicity for the film and despite what everyone says I'm sure that was one of the director's reason for casting Harry Styles. So get the fuck over yourselves and leave the Harry Styles fans be cause there are millions of them.",0.8437,positive
lol does anyone know the song at around 1:33? i don't think it's in the movie soundtrack.,0.4215,positive
How refreshing to see a trailer that does nothing to get me excited about the movie.,0.34,positive
July 21st!? damn a dunkirk game can be made in between all this time!,-0.508,negative
I dont get it,0.0,neutral
"I was so dissapointed after watching this movie,no action on the land...I would not recommend this movie to anyone",-0.2755,negative
ðŸ™Œ,0.0,neutral
"Dunkik
 https://plus.google.com/u/0/collection/Y_6dIE",0.0,neutral
Mdr il y a pas de franÃ§ais xD,0.5859,positive
This is the best trailer I have ever seen but the movies sad,-0.3716,negative
Excuse all of you dumbass BS talking people.... IÂ´m sorry but you stupid assholes slamming Harrys Styles fans down TAKE A EFFING CHILL PILL!!! I may not be a fan but have some respect. Who are you lowlife bitches to judge Harry OR Nolan. Nolan has been in the game for a very long time and knows what the hell he is doing. NO IÂ´m not 12 IÂ´m freaking 17 and I happen to think Harry Styles is a cute little thing...So back the hell off :) xx,-0.9827,negative
please be rated r so the 1D fans won't be able to see it in theaters!,0.3802,positive
Proud of my son,0.4767,positive
Ah harry â¤ï¸,0.0,neutral
Thrilled just for those vivid and clean aerial dogfight scenes!,0.7088,positive
"Yes I am a fan of Harry Styles. But he is not the main reason I am seeing this movie. I love all of Nolan's films and I'm a big fan of Kenneth, Tom and Cillian. It just happens to be a bonus that he's in this. So what if fans are happy he is? They have a right to be. It's his first big film. Just calm down and enjoy the fact that this will probably be a terrific masterpiece no matter who is in it.",0.9902,positive
OMGGG MY SON/husband IS ON THAT MOVIEEEE I CANT EVENNNNðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸,0.0,neutral
was that harry styles?,0.0,neutral
"No CGI No visual effects No green screen everything is real with a real planes, real boats real sky and a real ocean bravo Christoper Nolan",-0.6808,negative
"Everyone's talking about Harry but I'm here cause I saw Tom Hardy, hell yes.",-0.0772,negative
"""at the going down of the sun and in the morning we will remember them""
 the Fallen by Lawrence Binyon",-0.3612,negative
tubes check out free for gems,0.5106,positive
First a moment I thought it was from the German perspective. Soo unbelievably disappointed.,-0.5256,negative
PEOPLE!!! theres harry styles in this movie!! what more do you want from one?! XD,0.8055,positive
Tom Hardy is playing a pilot. Fair play. I like that. I think this will be a great movie. One things is certain when we get a Christopher Nolan movie. It's gonna look stunning. That is guaranteed,0.9552,positive
"I expected the film in a linear screenplay, but It was in Nolan's way of story telling.New way of presenting the World war 2........
 I waited for the music at 1:28 in the movie , I barely heard that.",-0.7469,negative
damn i was hoping it was going to be a war atcion movie not a drama,-0.5859,negative
"Zshjxdpkm,",0.0,neutral
"Usa and UK have murdered Millions, for oil... 
 And make a movie on how they suffering doing that and every body ""Awwwww... Heroes...""
 Murders...",-0.8176,negative
Fans = Sheep,0.0,neutral
"Notice how it doesn't once state ""from the director of The Dark Knight & Inception"" , I feel this movie is going to be epic",0.0,neutral
"Ok I love interstellar but this ? Trailer doesnt look exciting enough, just another war movie, but Nolan wouldnt take this script if he didnt trust in it...",-0.8791,negative
This is why I love movies.,0.6369,positive
That soundtrack though... Very Zimmery.,0.0,neutral
liked,0.4215,positive
"me:cewl it's a ww2 flic.i should go see it as long as its not R.might be educational to some degree.what was britian doing in ww2 anyway?
 everyone else:thwis hawy guwy swucks.he thwould gow thwuck dwick. 
 ...does no one care about the movie anymore?you guys are all worried about an actor,COME ON.just because hes from a band doesnt mean hes bad.whatever happenes to going to a movie to see the plot and epic c.g.i?you all are worying yourselves with an actor and directorlike your the ppl that choose who's ganna get an emmy.i could care less who gets a roll, as long as it's played well.just give movies a chance without critueqeing them before they EVEN COME OUT.",0.787,positive
I am a huge fan of One Direction but I would most likely go to see this movie even if Harry wasn't in it. I love period movies especially done well and I have grown up watching old World War movies. I really hope the theatre isn't full of screaming girls. Honestly it will make me sick if it is.,0.0209,positive
I came here because it's #1 on trending,0.0,neutral
Hans Zimmer + Christopher Nolan = Perfection.,0.5719,positive
"Why would they bring a film out for something that was a complete failure and embarrassment to the British military?.
 
 Also, why do humans constantly hold onto the past?. Does it not compute yet, that relentlessly bringing up WWI and WWII all the time is actually detrimental to moving forward and working towards a global common peace.
 
 But what stops it, is all this constant remembering wars that none of you here will have witnessed, were alive to witness etc, etc. Would it have mattered to you or I whether Germany won or not, because we would not have known better?.
 
 When you sit and ask why they keep bringing up the past to try and glorify their victory in WWII or WWI, you wonder whether they really have the brains to understand that whilst they continue to bring out films like this and continue to obsess over the constant wars of yesteryear, that is part of the reason why we still have wars today.
 
 Constant going on about previous wars, nadda, has to stop, we need to look to the future not the bloody past all the time.
 
 Remember occasionally, sure, but remember relentlessly, no.
 
 When will humans learn?.",-0.8762,negative
Christopher Nolan Movies are OUTSTANDING but same casting sucks !,-0.1718,negative
Getting ready to see this today at 2:00 PM. SO HYPED,0.3612,positive
"That looks promising. Still, such a sharp change of course - from fantasy-driven movies to war drama - that's risky.",-0.4588,negative
hans zimmer FTW,0.5766,positive
Watching it for harry,0.0,neutral
"What's up guys if u sub to me and reply saying ""aqua"" then I will sub to you and I just really want to reach my goal.",0.2398,positive
who is harry?,0.0,neutral
"'A miracle of deliverance. Achieved by valour, by perseverance, by fervent discipline, by faultless service, by resource, by skill, by unconquerable fidelity.''",0.836,positive
In Nolan We Trust',0.5106,positive
People who don't watch Dunkirk because Harry Styles is in it are as stupid as the people who watch Dunkirk because Harry Styles is in it,-0.5267,negative
(I hope I don't get hate for this) but I feel like everyones talking about the director and the remembrance and stuff and I of course think thats important but tbh I just came for HarryðŸ˜‚,0.8126,positive
At first watch the trailer was just ok. But the more you repeat it the better it gets.,0.6652,positive
When Thomas Shelby and Alfie Solomons reenlists into the British Armed Forces,0.0,neutral
"Pls, not another W2 movie....enuf !",0.1511,positive
Proud of Harry! Love you boyâ¤,0.8221,positive
Nolan is another Michael Bay that thinks that he is the next Spielberg or Scorsese...nothing interesting or new in this trailer.,0.4019,positive
"First time I saw this trailer was in an IMAX theater, so now I must see the movie in IMAX",0.0,neutral
This moment when the man decides to swim the sea by himself rather than hopelessly die is really really strong scene. if i understood it correctly,-0.4988,negative
Power of good video editor!,0.4926,positive
"I went to see it twice. It's a frustrating movie in parts, a bit self-indulgent in places, and though the vistas are epic, the scale of the movie seems at odds with what it's depicting. It looked a bit like 10,000 mostly unpleasant guys getting lifted from a quiet beach by 20 boats covered by one Spitfire and getting occasionally strafed by a Stuka or two carrying 6 or 7 hand grenades each. That said, some of it was incomparably brilliant.",0.5423,positive
I just spent the last hour on the phone to my mum crying about my call centre job. What right do I have to complain about my life?! These men experienced hell so we could live. I should be grateful every single day that I am alive and not staring death in the face.,-0.411,negative
This movie is going to be amazing!,0.6239,positive
Oh My God! not every one direction fan is shallow and clueless about history. Yes harry is in this movie. But some of us actually enjoy learning about history and are excited to watch this story unfold. You people give us so much shit just for liking a fucking boy,0.8033,positive
"this is bullshit the germans let them live at Dunkirk, to make peace. This just more propoganda.",-0.0772,negative
"Fuck yea all I can say is that this was an amazing film it shows the Germans as a very deadly force compared to other ww2 movies where they can't shoot anything at all. The only part I didn't like was the air combat, it was cool and all but definetly biased towards the British. The German planes just let themselves get shot down didn't even try to mauvere and sometimes were shot down within seconds.",-0.3792,negative
Will it be as good as Hacksaw Ridge ?,0.4404,positive
I think Harry is the one who got shot in his hand ðŸ˜­ðŸ˜¥,0.4939,positive
"I just really hate people judging harry and the 1d fans. Like for example some of you just say that we will watch the movie cause of him but don't you know that some also is interested in watching WW movies and harry being there is just a bonus. And also telling that the fans are all little girls but you guys are the one who needs to grow up that the fans also age and people of different ages listen to him and if you guys are bÃ­tching because we will ""scream"" every time he appears but news flash not all fans scream their lungs out when they see him some just hyperventilate or do some stuff and we can also control our screaming. And for those who said they won't watch the movie anymore because of Harry and his fans well its not our lost but yours.. Anyways have a good day",0.9431,positive
"""the event that shaped our world"". classical hollywood bullshit is approaching.",-0.5859,negative
No surrender,-0.296,negative
Aneurin Barnard Harry Styles Jack .... OMG,0.0,neutral
why the fuck is Harry in here,-0.5423,negative
"Spielberg, Scorcese and Tarantino are the old guard. But Nolan and VIlleneuve are the future",0.0,neutral
OMFG,0.0,neutral
It's by Nolan so you already know it's going to be good.,0.4404,positive
"Hanz Zimmer, Christopher Nolan, WW2, Mad Max/Bane, sign me up.",-0.4939,negative
The Turks used the English in the 1st World war one happy is the one who says I am a Turk,-0.0516,negative
So Fresh. So Clean. I love Christopher Nolan & Hans Zimmer,0.8841,positive
Thank God for Christopher Nolan,0.5574,positive
"We missed you, Christopher Nolan, the road to the Oscars became Temple",-0.296,negative
"Just watching this trailer,can feel the horror and fear of war!",-0.902,negative
wait so is this movie set in ww1 or 2 Cuz the British soilders have uniform from ww1 and those planes are only used in the ww1 era,0.0,neutral
Why no one talking bout Cilian Murphy?,-0.296,negative
Harry Styleeeees ðŸ’šðŸ’šðŸ’š,0.0,neutral
"I will only see this movie cuz Harry is there ðŸ˜‚ðŸ˜‚â¤
 Like if ur a directioner",0.3612,positive
As an American of European decent and an atheist I just have to say god bless the British Empire back then and god bless them now,0.8316,positive
Looking forward for Harry Styles ðŸ˜,0.0,neutral
shit movie,-0.5574,negative
What a fucking embarrassment. Germany should of just shot them. Dunkirk was a complete failure. Deutschland rules.,-0.7574,negative
British sided all ready hate it,-0.296,negative
