timestamp,comment_text,likes,has_replies,number_of_comments
1518520634371,"OSCARR , Oscar sir , thatâ€™s what this deserves.",0,FALSE,0
1518520634398,"probably nicely made MOVIE,...probably historically full of bull shit,..as every one made before this one",0,FALSE,0
1518520634404,"This movie is something else, its not that call of duty war movie with heroes dodging every bullets and doing impossible shit. No Fort the first time i felt what it was being at war , what it truly was. No Rambo's , no fun , no safety , no calm .. Only fear , despair ,anxiety about what is coming next , traumas , and everything that a human shouldnt experience. I felt it like i was there, with those soldiers. Hearth skiping a beat when hearing the sirens and the planes passing by , the despair of the situation , the fear of never going back , the feeling of not knowing if you are gonna be alive within the next minute. The heavy atmosphere of everything , the time passing extremely slow , to the point of it being unsupportable . The sound of bombs and screams of suffering. This movie tricked me thinking i was there too in a way that ive never experienced.
 
  Not only it succeeded to make me feel there , it also made me realize that we are lucky right now. I got a monstrous respect for the people who lived in those dark time. Its not human , we werent made to experience this. Its beyond the limit. Its pure hell.
 
  Look at us now , its like we forgot what humanity went through , we hate and insult each other for meaningless things like a tweet on the internet. We cry and blubber constantly while not seeing what we have right now and how lucky we are. We forgot what happened so we slowly are repeating the story until its too late. We are weak , so weak.
 
 Its one , if not THE best movie i have ever seen. Movies are made to make us feel. This one did that in way that is indescribable.
 Christopher Nolan visuals and Hans Zimmers music are like a two pieces puzzle fitting perfectly together. Awesome movie.",0,FALSE,0
1518520637083,"somebody pushed me ,i fall and died , that's why i became a war hero",0,FALSE,0
1518520637091,HI did nothing wrong.,0,FALSE,0
1518520637096,"The movie is good I have watched no doubt the scenes seems to me real all actors were fabulous ,but what it was is just a case in which army men from england fighting along the French wanted desperately to go back to their home leaving the French behind the British army went back not by their war ships but by small boats (as in the movie Japanese plane bombed the war ships of Britishers )........Rest its JUST THAT WELL I WAS HOPING MUCH MORE .....!!!!!!!!!",0,FALSE,0
1517915837103,"what a let down this boring piece of shit was. I think Nolan had some kind of breakdown when he made this. And please keep the likes of Harry styles and cara delavigne out of big films you fucking dickheads :D Honestly..if you're yet to watch this, lower your expectations immediately, it frigging sucks. And the ""music"" literally does not stop one throughout the whole thing. Felt like some experimental pretentious college shit lol",0,FALSE,0
1517915837109,Best war movie of 2017,0,FALSE,0
1517915837116,Best movie of 2017. Anyone who thinks it was bad can go fuck themselves.,0,FALSE,0
1517915837121,meu amor Harry styles!!!!,0,FALSE,0
1517915837128,Christopher Nolan sirðŸ‘ŒðŸ‘ŒðŸ‘ðŸ‘,0,FALSE,0
1517915837137,The old man on the little ship was based off of officer charles lightoller an officer on the titanic who initially went down with the ship and was sucked under but propelled to the top by an exploding boiler... he then took command of an overturned llfeboat.....,0,FALSE,0
1517915837142,"4/10
 
 Not a movie I'd watch twice. It's nowhere close to Hacksaw ridge",0,TRUE,1
1517915837152,"As I heard, in this movie, there were almost no spec effects, the plains were real too, the actors had to sit in real ww2 war plains, only 5% was spec effects in the whole movie.",0,FALSE,0
1517915837163,out class movie dunkirk but nawaz shreef saab apko q nikkla??,0,FALSE,0
1517915837172,Does harry (alex) dies..please say no,0,FALSE,0
1517915837181,absolute rubbish movie... so much hype... for what?,2,TRUE,8
1517915837192,Came here for Harry â¤,0,FALSE,0
1517915837222,StukaWhirlwindCorsair,0,FALSE,0
1517915837231,https://youtu.be/VDTYw7-h500,0,FALSE,0
1517915837235,10/10!!,0,FALSE,0
1517915837243,Why is there no women soldiers,0,TRUE,2
1517915837248,Totally shit,1,FALSE,0
1517915841578,Harry is the best of the movie ðŸ˜,0,FALSE,0
1517915841588,OMG..NEW MAP BF1 2018,0,FALSE,0
1517915841591,a piece of art,0,FALSE,0
1517915841600,Only for HARRY STYLES,0,FALSE,0
1517915841609,Great film!!!! Be sure to check out my short WW2 film https://www.youtube.com/watch?v=LUL2844iL0c&t=9s,0,FALSE,0
1517915841612,"good movie!Many English think Simple is best because many english likes simple stories,and they have simple mind.
 l",1,FALSE,0
1517915841623,This film is not realistic. These people are supposed to be British from 1940 and yet their teeth are not disgusting and most of them have fillings and crowns from at least 70 years after the war.,0,FALSE,0
1517915841631,This was a beautiful film,1,FALSE,0
1517915841636,GOSTARIA DE VER AS FEMINISTAS LUTANDO NUMA SITUAÃ‡ÃƒO DESTA. KKKKKKKKKKKKKKK,0,FALSE,0
1517915841646,"Huge disappointment of a film, I thought it would be another Private Ryan but more like Private Pike.....supposed to be 300,000 soldiers on beaches but at times it looked like a winter day at Margate, Tom Hardy the big star of the film basically sat in a spitfire and didnt say a word, but it was magic since it flew around the beach head without power for what seemed hours. What could have been an epic film about many brave men turned into a huge dud.....the original with John Mills was miles better.......but I suppose I was delusional as anything with that twat from One Direction is hardly likely to be a multi oscar winner.",0,FALSE,0
1517915841657,What a bloody good movie. Chris and Hans are the best.,2,FALSE,0
1517915841664,"Se tem Tom Hardy, Ã© bom!",0,FALSE,0
1517915841669,I watched it and i loved it,1,FALSE,0
1517915841678,"â€œGermanyâ€™s
 unforgiveable crime before WW2 was its attempt to loosen its economy from out of the world
 trade system and build up an independent exchange system from which the world finance could
 not profit any more.â€ The ever-glorious achievement of Nazi Germany in the 1930s was to
 manage its own banking system, away from the tentacles of Rothschild control. It printed its own
 money at source, thatâ€™s why it had that terrific economic recovery, that no other European
 country could match. No other country before or since in Europe managed that in the 20th
 century, escaping from the clutches of international bankers. Churchill is seeing that as a Reason
 for War.",0,FALSE,0
1517915841681,"â€œThe war is not just a matter of elimination of fascism in
 Germany, but rather about obtaining German sales markets.â€",0,FALSE,0
1517915841693,"â€œYou must understand, this war is not against Hitler or National Socialism,
 but against the strength of the German people, which is to be smashed once and for all.â€",0,FALSE,0
1517915841703,Get high n watch this movie... thank me later... :),0,FALSE,0
1517915841713,My grandfather Arhtur James Kirk was a Mid Upper Gunner in the Lancaster Bomber 15 Squadron Mildenhall..This is his story of Dunkirk ..... http://www.bbc.co.uk/history/ww2peopleswar/stories/59/a8935059.shtml,0,FALSE,0
1517915841721,Not enough black women,0,TRUE,1
1517915841729,I have to say that this movie was one of the best movies that Iâ€™ve ever seen. My only regret was not having enough time to see it in theaters.,1,FALSE,0
1517915844419,"This movie is not about The War... It's about Brexit and the German domination over Europe....
 
 The idea of the movie is brilliant....but the movie itself is so badly made, it's by far the worst war movie I've ever seen.
 
 -Bad improvised insincere acting...you can tell the actors are faking it...
 -Bad visual effects, the scene with the spitfire plane flying or gliding over the shore, you can clearly see it's a plastic model not a real plane, flying over background film imagery.
 -The buildings by the sea are all modern, there's even a glass metal building, not from the time of that war.
 The one character very recognizable in the movie is Nigel Farrage...
 
 I can't believe this move is Oscar nominated, it tells you everything about the Oscars and Hollywood, it is not the art... It's the politics...decides Everything... Everywhere....
 
 
 They shoukd create a new country with no politics....
 
 Where politics and religions are illegal.... I would live in such a place....",0,TRUE,4
1517915844429,I was literally so thrilled to c this movie kept me on the edge of my seats every second ðŸ˜ðŸ˜,2,FALSE,0
1517915844434,Surely deserves best picture like if you agree,2,FALSE,0
1517915844442,"PLZ GIVE MORE VIDZ!!!! I still watch your ""long range"" and ""water and bridges"" video every week. Definitely has shaped the way I want to fly and shrunken my wallet. Keep it up man.",0,FALSE,0
1517915844446,Who is here after watching Oscar Nominations?,0,TRUE,1
1517915844456,I dont know why but this trailer reminds me of when my grandma would tell me stories about how her dad fought against the japanese in burma apparently one time both the japs and brits ran out of ammo and it ended up in a bloody fight with spades and knives. She would say that he had huge scars down his arms where he was basically sliced by shovels.,0,FALSE,0
1517915844464,I really enjoyed this film but half the actors looked the same. It was very hard to work out who was who.,0,FALSE,0
1517915844469,"Honestly I was really looking forward to this film but it really wasn't good. The best thing was Hans Zimmer soundtrack that was about it. 330,000 people on the beach irl and about 300 in the film, at the end irl 1000's of ships evacuated the soldiers, not 10. There's just so many things bad about this move it's sad",0,FALSE,0
1517915844477,Does anyone know the name of that type of music in the end of tbe trailer?,0,FALSE,0
1517915844480,"Wasn't that great, was expecting more",1,FALSE,0
1517915844489,Now create a movie about Stalingrad,0,FALSE,0
1517915844492,8 OSCAR NOMINATIONS GUYS!,0,FALSE,0
1517915844499,Gay,1,FALSE,0
1517915844505,"DUNKIRK was underfunded by $50 million and needed 35 minutes more of actual dialogue, character depth, and backstory.",0,FALSE,0
1517915844511,When you just see Tommy Shelby and Alfie Solomons in the war.,0,FALSE,0
1517915844516,Congrats on your 8 Oscar nominations!,0,FALSE,0
1517915844523,"8 Oscar Nominations including Best Picture, Best Director (about time) and Best Original Score (it should win over the shape of water).",2,FALSE,0
1517915844527,"Okay, I just have to get this off my chest.
 Even though I'm fully aware that some people, mostly critics, like this film.
 I thought, and this is my personal opinion, that Dunkirk was one of the WORST war dramas ever made!
 Nearly no dialouge, not one likable or relatable character, literally no tension and boring as hell!
 How this film did so well amazes me.
 It felt more like a documentary about Dunkirk than an actual film.
 There is literally no impact being delivered.
 It's just rubbish with no soul.
 Dunkirk is a terrible film which I wouldn't recommend to anyone.
 The only good aspects that came from it were the cinematography (which was phenomenal) and the overall soundtrack.
 Those are the only things I can complement this film on.",0,FALSE,0
1517915844534,"Once again a movie the hails the British as victims and heroes! Would it have mattered if the Germans had atomic weapons in 1940 and completely obliterated the British Isles, save the Irish? The evil Hitler and Nazis, who rampaged for SIX YEARS, are forever used by the infinitely more EVIL BRITISH scoundrels and scalawags who plundered, tortured, raped (especially small children), and murdered in India, Pakistan, Bangladesh, Burma, Sri Lanka, Africa, China, Malaysia, Singapore, Hong Kong, the Middle East, Cyprus, Afghanistan, Ireland... to ""hide"" their heinous crimes against humanity that lasted for more than FOUR HUNDRED YEARS and spanned all continents, except Antartica. 150+ million people murdered by the most bloodthirsty colonists, the British! Why aren't movies made depicting the British of their atrocities, brutality, and genocidal acts in lands they milked, pillaged, and plundrered?",0,FALSE,0
1517915844539,Love this movie,0,FALSE,0
1517915847237,"If you have the opertunity to wach it for free then do it. Don't pay to watch this movie, don't make the same mistake I did.",0,FALSE,0
1517915847244,watched this last night. okay movie but felt like an hour was missing from the start of the movie. shame would have made it a great movie!,0,FALSE,0
1517915847249,Do they use any One Direction song in the movie??,0,FALSE,0
1517915847255,"U can practically see it from here
 What ?
 Oscar",11,TRUE,4
1517915847264,"You can practically see it from here, what?.....Home!",1,FALSE,0
1517915847272,"This movie is only nice if you like seeing drowning British infantry. Not a single fight between Germans and British, not a single German face was shown in this movie!!",2,TRUE,1
1517915847283,Overrated film,2,FALSE,0
1517915847294,christoph Nolan hasn't a clue about shooting a film he's bolixing around with these Imax cameras only suitable for large cinemas that equipped with Imax screens there's none where I live so I go and buy the bluray film and put on my 2.40 widescreen and it won't show it properly because some parts of the film are shot in 1.78 and other parts are shot in 2.00 so your trying to watch a film that has black bars the it hasn't then it has fuck off with the Imax cameras Christopher people like me spend thousands on building a home cinema we don't need this shit. Make your mind up shot the film in either 2.20 or 1.78!,1,FALSE,0
1517915847299,welcome to the only pg13 movie with 4 f bombs,0,FALSE,0
1517915847306,"Very very very very boring movie, great sound effect,great filming, lame story, it could be much better.",2,FALSE,0
1517915847312,I really love the music,0,FALSE,0
1517915847320,No black africans ruining the movie. AWESOME!!!,0,TRUE,2
1517915847328,the best movie Ever ðŸ˜˜â¤,1,FALSE,0
1517915847331,i hate warner bros,0,FALSE,0
1517915847339,"here the story of the movie: soldiers running around , planes flying around. that's it. there is nothing more in it. crap movie. IMO they made this retarded movie to test how dumb viewers can get.",2,FALSE,0
1517915847348,i dont see how poeple like this movie its so shit theres too much focusing on persons that is doing nothing and a whole hr for the camera to just stare at the soldiers thats all i do not recommend this movie,2,FALSE,0
1517915847352,Saw it. Loved it. Better win Best Picture!!,1,FALSE,0
1517915847359,The movie sucks it sucks and it sucks...,1,FALSE,0
1517915847365,I was disappointed with DUNKIRK. It was boring and uninspiring. The action of what really happened that day was lacking.,3,TRUE,2
1517915847373,Stupid movie. No plot. Only 3 scenes. Regret buying it.,1,TRUE,2
1517915849523,"Probably the most boring movie I have seen in my life...... Christopher Nolan had way better movies than this crap. Bascically what happens in the movie is: soldiers get attacked by german bombers. that's it. No story, no characters, no drama, no interesting dialogs, no thrill, no twist, nothing. big waste of time.",2,FALSE,0
1517915849533,Is the movie good?,0,TRUE,9
1517915849537,I cried watching this movie,0,FALSE,0
1517915849546,"Order is Order a military men is trained die hard to do orders, kill as much as u see, life is logical, that`s not germany`s mistake to advance in France, that`s ADOLF HITLER who was so keen to invade.",0,FALSE,0
1517915849549,Anything by Christopher Nolan is a masterpiece. Anything!,2,TRUE,1
1517915849559,This movie is boring.,3,FALSE,0
1517915849568,When I watched this movie I cried. ðŸ¤£,0,FALSE,0
1517915849572,"My god what a letdown this movie was. A plotless, joyless jumble.",6,TRUE,6
1517915849581,is it in Hindi ? if yes please sent me link (movie),0,FALSE,0
1517915849584,"The worst of this movie are the sound effects.... They could have made a more interesting and attractive film if they had gotten the audience into the story by maximizing and emphasizing pretty much all the damn sounds like airplanes engines, voices and just make the sound great the whole movie for god's sake. It's about WWII come on...... (sigh)",1,TRUE,7
1517915849593,"https://youtu.be/w6C5P-AYGdY
 the true story of this battle",0,FALSE,0
1517915849596,"this movie was fucking terrible, actually it's a disgrace to call this a war movie. there's little to no action, mediocre acting, and the plot line that has had such little effect on me it was like watching a movie about a person who works at the county fair.",3,TRUE,2
1517915849606,"""Death then...By exile",0,FALSE,0
1517915849609,Cillian â¤,0,FALSE,0
1517915849617,"film about loosers, no thanks.",2,TRUE,5
1517915849623,it was a fine movie but i was expecting much more ...,1,FALSE,0
1517915849629,Okay so this film is load as hell. but good at the same time.,0,FALSE,0
1517915849632,"In May 1940, the British were on the verge of defeat. The English army was trapped at Dunkirk. Rather than take them prisoner, Hitler halted his generals for three days allowing 330,000 men to escape.
 
 ""The blood of every single Englishman is too valuable to shed,"" Hitler said. ""Our two people belong together racially and traditionally. That is and always has been my aim, even if our generals can't grasp it."" (Kilzer, p.213)",1,TRUE,4
1517915849640,COD: WWII on PS400.,0,FALSE,0
1517915849643,Boring,9,TRUE,4
1517915852750,"I wish I felt what others felt...an experience.
 I was bored and lost.",0,FALSE,0
1517915852757,That Bullshit was so boring i fall as sleep after 20 minutes....,2,TRUE,8
1517915852798,Great movie,0,FALSE,0
1517915852807,Love. Is moving with Harry in it good work,0,FALSE,0
1517915852810,"Yet another Communist Jew Propaganda film. Anyone ever see a Hollywood film about the Communist Jews that mass-murdered 60 million innocent Russian men, women and children? ...I didn't think so.",0,TRUE,1
1517915852821,I love youuuu Harry â¤â¤â¤â¤â¤â¤,0,FALSE,0
1517915852829,instant classic,0,FALSE,0
1517915852833,Yes very good film .,0,FALSE,0
1517915852842,I heard this movie was fine,0,FALSE,0
1517915852847,Came here to watch my Harry doin his thingðŸ˜‚,0,FALSE,0
1517915852855,This movie is only un connected part to eachother and dramatic music. Was waiting months and its disappointment,0,FALSE,0
1517915852863,"One of the weakest Nolan's movie. Not a bad movie as the whole (I mean technically), but a bad movie as a war movie. Nolan and his writers have no idea about real war. The atmospere is awesome though.
 You want a real war in a picture? Watch the Soviet Storm documentary. The translation and some scenes were edited in western propaganda style but you still may get the point.",0,FALSE,0
1517915852869,"Movie had only 3 scenes. Beach, air and boats. Wasn't a good movie, exaggerated and overacted.",2,FALSE,0
1517915852876,"""Fuck this war I'm just going to walk into the ocean...""",0,FALSE,0
1517915852882,"Rubbish acting, rubbish non story line, rubbish film. No where near as good as the original John Mills film. Tell me how a Spitfire can shoot down an ME109 WITH NO FUEL. Stupid beyond comprehension.",9,TRUE,3
1517915852892,"Aww harry styles look so cool 
 I'm only watching this movie because of harry styles
 Love u harry 
 Please harry join one direction again",0,FALSE,0
1517915852897,Brilliant ! Brilliant ! Brilliant ! And I hate most modern Hollywood films. This was just astonishingly good. Nolan deserves to win it BIG !,0,FALSE,0
1517915852904,"Hitler was right!
 88",0,FALSE,0
1517915852914,Tom Hardy :-(,0,FALSE,0
1517915852921,shit movie,1,FALSE,0
1517915855380,I really liked this movie it was intense,1,FALSE,0
1517915855388,1:30 ?? SONG PLEASE,0,FALSE,0
1517915855392,Britain And Russia have the Great Worriors!!!,0,FALSE,0
1517915855399,Fucking masterpiece.,1,FALSE,0
1517915855405,This movie was better but not great like the 'Saving private Ryan'. None of the directors can match steven Spielberg view of direction for war movies!!,1,TRUE,2
1517915855413,This is best movies of 2017 ==> http://bestmoviesof2017.com/,0,FALSE,0
1517915855424,"One of the best movies from 2017! Tells an inspiring true story in an incredible way, transporting us to the spot. Christopher Nolan surely deserves to be praised for his work. WWII was an event that marked the world's history and we must keep it in mind to avoid such tragedy to happen again! Nolan was incredible and I'm glad the movie's getting so much attention. For me, this movie has already won (at least) one Oscar!",1,FALSE,0
1517915855432,I have just done a Star Wars tribute video using the music it and it works perfectly! Its StarWars- WAR,1,FALSE,0
1517915855436,A beautiful film about defeat and cowardice,0,TRUE,3
1517915855445,"Just another one Hollywood propaganda movie .In the real history this is the most disgraceful escape of the UK army during WW2,but of course the movie is made to show a heroism. Hitler let almost 400 000 soldiers to go free back to UK and in the same time the ,,horrible'' nazies start killing them? Whats the point? Does not make any sense.They are so many ignorant people who`s gonna believe this crap. Winners make the history,right?",1,TRUE,3
1517915855455,He's coming back around . . .,0,FALSE,0
1517915855458,the move sucks. Was boring.,1,FALSE,0
1517915855467,Who was watching just for Harry Styles bc ðŸ™‹ðŸ½â€â™€ï¸,0,FALSE,0
1517915855470,"https://www.youtube.com/watch?v=dB_xNkbysoA
 Ù…Ù„Ø®Øµ ÙÙŠÙ„Ù… Dunkirk 2017 Ø§Ù„Ø¬Ø²Ø¡ Ø§Ù„Ø«Ø§Ù†Ù‰ | Ù…ØªØ±Ø¬Ù… HD",0,FALSE,0
1517915855479,"https://www.youtube.com/watch?v=dB_xNkbysoA
 Ù…Ù„Ø®Øµ ÙÙŠÙ„Ù… Dunkirk 2017 Ø§Ù„Ø¬Ø²Ø¡ Ø§Ù„Ø«Ø§Ù†Ù‰ | Ù…ØªØ±Ø¬Ù… HD",0,FALSE,0
1517915855482,"https://www.youtube.com/watch?v=dB_xNkbysoA
 Ù…Ù„Ø®Øµ ÙÙŠÙ„Ù… Dunkirk 2017 Ø§Ù„Ø¬Ø²Ø¡ Ø§Ù„Ø«Ø§Ù†Ù‰ | Ù…ØªØ±Ø¬Ù… HD",0,FALSE,0
1517915855488,This movie's intense. Watched it with headphones.,0,FALSE,0
1515237455493,"most boring movie i ever watched, the emoji movie is better than this",1,TRUE,2
1515237455521,LMFAO such a shit movie and confusing no action barley any dialogue waste of time,0,TRUE,3
1515237455531,"one of the best movies i have ever seen ever, just understand the history before u see it. it was so vivid so detailed, so moving, so inspiring. absolutely amazing",1,FALSE,0
1515237458080,All that heroism only to be betrayed by your own governments decades later that allowed 3rd world scum to invade your homeland.,0,TRUE,1
1515237458094,"I love this movie...just so well done, and how tough the English are! And some come back to kick Hitler in the crotch -- EPIC! A sure buy and share - great in the cockpit video - and honestly - it wraps up quite WELL! LOVE IT! I will add to my video collection of winning WW2. Great stuff!",0,FALSE,0
1515237458104,"No CGI No visual effects No green screen everything is real with a real planes, real boats real sky and a real ocean bravo Christoper Nolan",0,FALSE,0
1515237458116,This movie was so horribly done I would have no problem punching the producer in the face.,2,TRUE,21
1515237458130,1:39 im so confused what happened,0,FALSE,0
1515237458136,"This movie was simply boring. Pretty much no story line, minimal amounts of dialogue and not enough action scenes. 4/10",2,TRUE,5
1515237458154,typical west moviess germany is enemy and U.S or England is herooo,2,TRUE,4
1515237458166,I saw this movie and it was the best movie I have ever seen,4,FALSE,0
1515237458178,..and FAT PAT is what I'm jammN on...tops)) drops))) topps drops)))),0,FALSE,0
1515237458190,I love it because of Harry,5,FALSE,0
